Strong's Number,Original Word,Testament,Has English,Has Telugu,Part of Speech,Gloss/Note
G496,"ἀντιπίπτω",Greek (NT),No,No,,""
G497,"ἀντιστρατεύομαι",Greek (NT),No,No,,""
G498,"ἀντιτάσσομαι",Greek (NT),No,No,,""
G499,"ἀντίτυπον",Greek (NT),No,No,,""
G500,"ἀντίχριστος",Greek (NT),No,No,,""
G501,"ἀντλέω",Greek (NT),No,No,,""
G502,"ἄντλημα",Greek (NT),No,No,,""
G503,"ἀντοφθαλμέω",Greek (NT),No,No,,""
G504,"ἄνυδρος",Greek (NT),No,No,,""
G505,"ἀνυπόκριτος",Greek (NT),No,No,,""
G506,"ἀνυπότακτος",Greek (NT),No,No,,""
G507,"ἄνω",Greek (NT),No,No,,""
G508,"ἀνώγεον",Greek (NT),No,No,,""
G509,"ἄνωθεν",Greek (NT),No,No,,""
G510,"ἀνωτερικός",Greek (NT),No,No,,""
G511,"ἀνώτερος",Greek (NT),No,Yes,,""
G512,"ἀνωφελής",Greek (NT),No,No,,""
G513,"ἀξίνη",Greek (NT),No,No,,""
G514,"ἄξιος",Greek (NT),No,No,,""
G515,"ἀξιόω",Greek (NT),No,Yes,,""
G516,"ἀξίως",Greek (NT),No,Yes,,""
G517,"ἀόρατος",Greek (NT),No,No,,""
G518,"ἀπαγγέλλω",Greek (NT),No,Yes,,""
G519,"ἀπάγχομαι",Greek (NT),No,No,,""
G520,"ἀπάγω",Greek (NT),No,No,,""
G521,"ἀπαίδευτος",Greek (NT),No,No,,""
G522,"ἀπαίρω",Greek (NT),No,No,,""
G523,"ἀπαιτέω",Greek (NT),No,No,,""
G524,"ἀπαλγέω",Greek (NT),No,No,,""
G525,"ἀπαλλάσσω",Greek (NT),No,No,,""
G526,"ἀπαλλοτριόω",Greek (NT),No,No,,""
G527,"ἀπαλός",Greek (NT),No,No,,""
G528,"ἀπαντάω",Greek (NT),No,No,,""
G529,"ἀπάντησις",Greek (NT),No,No,,""
G530,"ἅπαξ",Greek (NT),No,No,,""
G531,"ἀπαράβατος",Greek (NT),No,No,,""
G532,"ἀπαρασκεύαστος",Greek (NT),No,No,,""
G533,"ἀπαρνέομαι",Greek (NT),No,No,,""
G534,"ἀπάρτι",Greek (NT),No,No,,""
G535,"ἀπαρτισμός",Greek (NT),No,No,,""
G536,"ἀπαρχή",Greek (NT),No,No,,""
G537,"ἅπας",Greek (NT),No,No,,""
G538,"ἀπατάω",Greek (NT),No,No,,""
G539,"ἀπάτη",Greek (NT),No,No,,""
G540,"ἀπάτωρ",Greek (NT),No,No,,""
G541,"ἀπαύγασμα",Greek (NT),No,No,,""
G542,"ἀπείδω",Greek (NT),No,No,,""
G543,"ἀπείθεια",Greek (NT),No,No,,""
G544,"ἀπειθέω",Greek (NT),No,No,,""
G545,"ἀπειθής",Greek (NT),No,No,,""
G546,"ἀπειλέω",Greek (NT),No,No,,""
G547,"ἀπειλή",Greek (NT),No,No,,""
G548,"ἄπειμι",Greek (NT),No,No,,""
G549,"ἄπειμι",Greek (NT),No,No,,""
G550,"ἀπειπόμην",Greek (NT),No,No,,""
G551,"ἀπείραστος",Greek (NT),No,No,,""
G552,"ἄπειρος",Greek (NT),No,No,,""
G553,"ἀπεκδέχομαι",Greek (NT),No,No,,""
G554,"ἀπεκδύομαι",Greek (NT),No,No,,""
G555,"ἀπέκδυσις",Greek (NT),No,No,,""
G556,"ἀπελαύνω",Greek (NT),No,No,,""
G557,"ἀπελεγμός",Greek (NT),No,No,,""
G558,"ἀπελεύθερος",Greek (NT),No,No,,""
G559,"Ἀπελλῆς",Greek (NT),No,No,,""
G560,"ἀπελπίζω",Greek (NT),No,No,,""
G561,"ἀπέναντι",Greek (NT),No,No,,""
G562,"ἀπέραντος",Greek (NT),No,No,,""
G563,"ἀπερισπάστως",Greek (NT),No,No,,""
G564,"ἀπερίτμητος",Greek (NT),No,No,,""
G565,"ἀπέρχομαι",Greek (NT),No,No,,""
G566,"ἀπέχει",Greek (NT),No,No,,""
G567,"ἀπέχομαι",Greek (NT),No,No,,""
G568,"ἀπέχω",Greek (NT),No,No,,""
G569,"ἀπιστέω",Greek (NT),No,No,,""
G570,"ἀπιστία",Greek (NT),No,No,,""
G571,"ἄπιστος",Greek (NT),No,No,,""
G572,"ἁπλότης",Greek (NT),No,No,,""
G573,"ἁπλοῦς",Greek (NT),No,No,,""
G574,"ἁπλῶς",Greek (NT),No,No,,""
G575,"ἀπό",Greek (NT),No,No,,""
G576,"ἀποβαίνω",Greek (NT),No,No,,""
G577,"ἀποβάλλω",Greek (NT),No,No,,""
G578,"ἀποβλέπω",Greek (NT),No,No,,""
G579,"ἀπόβλητος",Greek (NT),No,No,,""
G580,"ἀποβολή",Greek (NT),No,No,,""
G581,"ἀπογενόμενος",Greek (NT),No,No,,""
G582,"ἀπογραφή",Greek (NT),No,No,,""
G583,"ἀπογράφω",Greek (NT),No,No,,""
G584,"ἀποδείκνυμι",Greek (NT),No,No,,""
G585,"ἀπόδειξις",Greek (NT),No,No,,""
G586,"ἀποδεκατόω",Greek (NT),No,No,,""
G587,"ἀπόδεκτος",Greek (NT),No,No,,""
G588,"ἀποδέχομαι",Greek (NT),No,No,,""
G589,"ἀποδημέω",Greek (NT),No,No,,""
G590,"ἀπόδημος",Greek (NT),No,No,,""
G591,"ἀποδίδωμι",Greek (NT),No,Yes,,""
G592,"ἀποδιορίζω",Greek (NT),No,No,,""
G593,"ἀποδοκιμάζω",Greek (NT),No,No,,""
G594,"ἀποδοχή",Greek (NT),No,No,,""
G595,"ἀπόθεσις",Greek (NT),No,No,,""
G596,"ἀποθήκη",Greek (NT),No,No,,""
G597,"ἀποθησαυρίζω",Greek (NT),No,No,,""
G598,"ἀποθλίβω",Greek (NT),No,No,,""
G599,"ἀποθνήσκω",Greek (NT),No,No,,""
G600,"ἀποκαθίστημι",Greek (NT),No,No,,""
G601,"ἀποκαλύπτω",Greek (NT),No,No,,""
G602,"ἀποκάλυψις",Greek (NT),No,No,,""
G603,"ἀποκαραδοκία",Greek (NT),No,No,,""
G604,"ἀποκαταλλάσσω",Greek (NT),No,No,,""
G605,"ἀποκατάστασις",Greek (NT),No,No,,""
G606,"ἀπόκειμαι",Greek (NT),No,No,,""
G607,"ἀποκεφαλίζω",Greek (NT),No,No,,""
G608,"ἀποκλείω",Greek (NT),No,No,,""
G609,"ἀποκόπτω",Greek (NT),No,No,,""
G610,"ἀπόκριμα",Greek (NT),No,No,,""
G611,"ἀποκρίνομαι",Greek (NT),No,No,,""
G612,"ἀπόκρισις",Greek (NT),No,No,,""
G613,"ἀποκρύπτω",Greek (NT),No,No,,""
G614,"ἀπόκρυφος",Greek (NT),No,No,,""
G615,"ἀποκτείνω",Greek (NT),No,No,,""
G616,"ἀποκυέω",Greek (NT),No,No,,""
G617,"ἀποκυλίω",Greek (NT),No,No,,""
G618,"ἀπολαμβάνω",Greek (NT),No,No,,""
G619,"ἀπόλαυσις",Greek (NT),No,No,,""
G620,"ἀπολείπω",Greek (NT),No,No,,""
G621,"ἀπολείχω",Greek (NT),No,No,,""
G622,"ἀπόλλυμι",Greek (NT),No,Yes,,""
G623,"Ἀπολλύων",Greek (NT),No,No,,""
G624,"Ἀπολλωνία",Greek (NT),No,No,,""
G625,"Ἀπολλῶς",Greek (NT),No,No,,""
G626,"ἀπολογέομαι",Greek (NT),No,No,,""
G627,"ἀπολογία",Greek (NT),No,No,,""
G628,"ἀπολούω",Greek (NT),No,No,,""
G629,"ἀπολύτρωσις",Greek (NT),No,No,,""
G630,"ἀπολύω",Greek (NT),No,Yes,,""
G631,"ἀπομάσσομαι",Greek (NT),No,No,,""
G632,"ἀπονέμω",Greek (NT),No,No,,""
G633,"ἀπονίπτω",Greek (NT),No,No,,""
G634,"ἀποπίπτω",Greek (NT),No,No,,""
G635,"ἀποπλανάω",Greek (NT),No,No,,""
G636,"ἀποπλέω",Greek (NT),No,No,,""
G637,"ἀποπλύνω",Greek (NT),No,No,,""
G638,"ἀποπνίγω",Greek (NT),No,No,,""
G639,"ἀπορέω",Greek (NT),No,No,,""
G640,"ἀπορία",Greek (NT),No,No,,""
G641,"ἀποῤῥίπτω",Greek (NT),No,No,,""
G642,"ἀπορφανίζω",Greek (NT),No,No,,""
G643,"ἀποσκευάζω",Greek (NT),No,No,,""
G644,"ἀποσκίασμα",Greek (NT),No,No,,""
G645,"ἀποσπάω",Greek (NT),No,No,,""
G646,"ἀποστασία",Greek (NT),No,No,,""
G647,"ἀποστάσιον",Greek (NT),No,No,,""
G648,"ἀποστεγάζω",Greek (NT),No,No,,""
G649,"ἀποστέλλω",Greek (NT),No,Yes,,""
G650,"ἀποστερέω",Greek (NT),No,No,,""
G651,"ἀποστολή",Greek (NT),No,No,,""
G652,"ἀπόστολος",Greek (NT),No,Yes,,""
G653,"ἀποστοματίζω",Greek (NT),No,No,,""
G654,"ἀποστρέφω",Greek (NT),No,No,,""
G655,"ἀποστυγέω",Greek (NT),No,No,,""
G656,"ἀποσυνάγωγος",Greek (NT),No,No,,""
G657,"ἀποτάσσομαι",Greek (NT),No,No,,""
G658,"ἀποτελέω",Greek (NT),No,No,,""
G659,"ἀποτίθημι",Greek (NT),No,No,,""
G660,"ἀποτινάσσω",Greek (NT),No,No,,""
G661,"ἀποτίνω",Greek (NT),No,No,,""
G662,"ἀποτολμάω",Greek (NT),No,No,,""
G663,"ἀποτομία",Greek (NT),No,No,,""
G664,"ἀποτόμως",Greek (NT),No,No,,""
G665,"ἀποτρέπω",Greek (NT),No,No,,""
G666,"ἀπουσία",Greek (NT),No,No,,""
G667,"ἀποφέρω",Greek (NT),No,No,,""
G668,"ἀποφεύγω",Greek (NT),No,No,,""
G669,"ἀποφθέγγομαι",Greek (NT),No,No,,""
G670,"ἀποφορτίζομαι",Greek (NT),No,No,,""
G671,"ἀπόχρησις",Greek (NT),No,No,,""
G672,"ἀποχωρέω",Greek (NT),No,No,,""
G673,"ἀποχωρίζω",Greek (NT),No,No,,""
G674,"ἀποψύχω",Greek (NT),No,No,,""
G675,"Ἄππιος",Greek (NT),No,No,,""
G676,"ἀπρόσιτος",Greek (NT),No,No,,""
G677,"ἀπρόσκοπος",Greek (NT),No,No,,""
G678,"ἀπροσωπολήπτως",Greek (NT),No,No,,""
G679,"ἄπταιστος",Greek (NT),No,No,,""
G680,"ἅπτομαι",Greek (NT),No,Yes,,""
G681,"ἅπτω",Greek (NT),No,No,,""
G682,"Ἀπφία",Greek (NT),No,No,,""
G683,"ἀπώθομαι",Greek (NT),No,No,,""
G684,"ἀπώλεια",Greek (NT),No,No,,""
G685,"ἀρά",Greek (NT),No,No,,""
G686,"ἄρα",Greek (NT),No,No,,""
G687,"ἆρα",Greek (NT),No,No,,""
G688,"Ἀραβία",Greek (NT),No,No,,""
G689,"Ἀράμ",Greek (NT),No,No,,""
G690,"Ἄραψ",Greek (NT),No,No,,""
G691,"ἀργέω",Greek (NT),No,No,,""
G692,"ἀργός",Greek (NT),No,No,,""
G693,"ἀργύρεος",Greek (NT),No,No,,""
G694,"ἀργύριον",Greek (NT),No,No,,""
G695,"ἀργυροκόπος",Greek (NT),No,No,,""
G696,"ἄργυρος",Greek (NT),No,No,,""
G697,"Ἄρειος Πάγος",Greek (NT),No,No,,""
G698,"Ἀρεοπαγίτης",Greek (NT),No,No,,""
G699,"ἀρεσκεία",Greek (NT),No,No,,""
G700,"ἀρέσκω",Greek (NT),No,No,,""
G701,"ἀρεστός",Greek (NT),No,No,,""
G702,"Ἀρέτας",Greek (NT),No,No,,""
G703,"ἀρέτη",Greek (NT),No,No,,""
G704,"ἀρήν",Greek (NT),No,No,,""
G705,"ἀριθμέω",Greek (NT),No,No,,""
G706,"ἀριθμός",Greek (NT),No,Yes,,""
G707,"Ἀριμαθαία",Greek (NT),No,No,,""
G708,"Ἀρίσταρχος",Greek (NT),No,No,,""
G709,"ἀριστάω",Greek (NT),No,No,,""
G710,"ἀριστερός",Greek (NT),No,No,,""
G711,"Ἀριστόβουλος",Greek (NT),No,No,,""
G712,"ἄριστον",Greek (NT),No,No,,""
G713,"ἀρκετός",Greek (NT),No,No,,""
G714,"ἀρκέω",Greek (NT),No,No,,""
G715,"ἄρκτος",Greek (NT),No,No,,""
G716,"ἅρμα",Greek (NT),No,No,,""
G717,"Ἀρμαγεδδών",Greek (NT),No,No,,""
G718,"ἁρμόζω",Greek (NT),No,No,,""
G719,"ἁρμός",Greek (NT),No,No,,""
G720,"ἀρνέομαι",Greek (NT),No,No,,""
G721,"ἀρνίον",Greek (NT),No,No,,""
G722,"ἀροτριόω",Greek (NT),No,No,,""
G723,"ἄροτρον",Greek (NT),No,No,,""
G724,"ἁρπαγή",Greek (NT),No,No,,""
G725,"ἁρπαγμός",Greek (NT),No,No,,""
G726,"ἁρπάζω",Greek (NT),No,No,,""
G727,"ἅρπαξ",Greek (NT),No,No,,""
G728,"ἀῤῥαβών",Greek (NT),No,No,,""
G729,"ἄῤῥαφος",Greek (NT),No,No,,""
G730,"ἄρσην",Greek (NT),No,No,,""
G731,"ἄῤῥητος",Greek (NT),No,No,,""
G732,"ἄῤῥωστος",Greek (NT),No,No,,""
G733,"ἀρσενοκοίτης",Greek (NT),No,No,,""
G734,"Ἀρτεμάς",Greek (NT),No,No,,""
G735,"Ἄρτεμις",Greek (NT),No,No,,""
G736,"ἀρτέμων",Greek (NT),No,No,,""
G737,"ἄρτι",Greek (NT),No,No,,""
G738,"ἀρτιγέννητος",Greek (NT),No,No,,""
G739,"ἄρτιος",Greek (NT),No,No,,""
G740,"ἄρτος",Greek (NT),No,No,,""
G741,"ἀρτύω",Greek (NT),No,No,,""
G742,"Ἀρφαξάδ",Greek (NT),No,No,,""
G743,"ἀρχάγγελος",Greek (NT),No,No,,""
G744,"ἀρχαῖος",Greek (NT),No,No,,""
G745,"Ἀρχέλαος",Greek (NT),No,No,,""
G746,"ἀρχή",Greek (NT),No,Yes,,""
G747,"ἀρχηγός",Greek (NT),No,No,,""
G748,"ἀρχιερατικός",Greek (NT),No,No,,""
G749,"ἀρχιερεύς",Greek (NT),No,No,,""
G750,"ἀρχιποίμην",Greek (NT),No,No,,""
G751,"Ἄρχιππος",Greek (NT),No,No,,""
G752,"ἀρχισυνάγωγος",Greek (NT),No,No,,""
G753,"ἀρχιτέκτων",Greek (NT),No,No,,""
G754,"ἀρχιτελώνης",Greek (NT),No,No,,""
G755,"ἀρχιτρίκλινος",Greek (NT),No,No,,""
G756,"ἄρχομαι",Greek (NT),No,No,,""
G757,"ἄρχω",Greek (NT),No,No,,""
G758,"ἄρχων",Greek (NT),No,Yes,,""
G759,"ἄρωμα",Greek (NT),No,No,,""
G760,"Ἀσά",Greek (NT),No,No,,""
G761,"ἀσάλευτος",Greek (NT),No,No,,""
G762,"ἄσβεστος",Greek (NT),No,No,,""
G763,"ἀσέβεια",Greek (NT),No,No,,""
G764,"ἀσεβέω",Greek (NT),No,No,,""
G765,"ἀσεβής",Greek (NT),No,No,,""
G766,"ἀσέλγεια",Greek (NT),No,No,,""
G767,"ἄσημος",Greek (NT),No,No,,""
G768,"Ἀσήρ",Greek (NT),No,No,,""
G769,"ἀσθένεια",Greek (NT),No,No,,""
G770,"ἀσθενέω",Greek (NT),No,No,,""
G771,"ἀσθένημα",Greek (NT),No,No,,""
G772,"ἀσθενής",Greek (NT),No,No,,""
G773,"Ἀσία",Greek (NT),No,No,,""
G774,"Ἀσιανός",Greek (NT),No,No,,""
G775,"Ἀσιάρχης",Greek (NT),No,No,,""
G776,"ἀσιτία",Greek (NT),No,No,,""
G777,"ἄσιτος",Greek (NT),No,No,,""
G778,"ἀσκέω",Greek (NT),No,No,,""
G779,"ἀσκός",Greek (NT),No,No,,""
G780,"ἀσμένως",Greek (NT),No,No,,""
G781,"ἄσοφος",Greek (NT),No,No,,""
G782,"ἀσπάζομαι",Greek (NT),No,No,,""
G783,"ἀσπασμός",Greek (NT),No,No,,""
G784,"ἄσπιλος",Greek (NT),No,No,,""
G785,"ἀσπίς",Greek (NT),No,No,,""
G786,"ἄσπονδος",Greek (NT),No,No,,""
G787,"ἀσσάριον",Greek (NT),No,No,,""
G788,"ἆσσον",Greek (NT),No,No,,""
G789,"Ἄσσος",Greek (NT),No,No,,""
G790,"ἀστατέω",Greek (NT),No,No,,""
G791,"ἀστεῖος",Greek (NT),No,No,,""
G792,"ἀστήρ",Greek (NT),No,No,,""
G793,"ἀστήρικτος",Greek (NT),No,No,,""
G794,"ἄστοργος",Greek (NT),No,No,,""
G795,"ἀστοχέω",Greek (NT),No,No,,""
G796,"ἀστραπή",Greek (NT),No,No,,""
G797,"ἀστράπτω",Greek (NT),No,No,,""
G798,"ἄστρον",Greek (NT),No,No,,""
G799,"Ἀσύγκριτος",Greek (NT),No,No,,""
G800,"ἀσύμφωνος",Greek (NT),No,No,,""
G801,"ἀσύνετος",Greek (NT),No,No,,""
G802,"ἀσύνθετος",Greek (NT),No,No,,""
G803,"ἀσφάλεια",Greek (NT),No,No,,""
G804,"ἀσφαλής",Greek (NT),No,No,,""
G805,"ἀσφαλίζω",Greek (NT),No,No,,""
G806,"ἀσφαλῶς",Greek (NT),No,No,,""
G807,"ἀσχημονέω",Greek (NT),No,No,,""
G808,"ἀσχημοσύνη",Greek (NT),No,No,,""
G809,"ἀσχήμων",Greek (NT),No,No,,""
G810,"ἀσωτία",Greek (NT),No,No,,""
G811,"ἀσώτως",Greek (NT),No,No,,""
G812,"ἀτακτέω",Greek (NT),No,No,,""
G813,"ἄτακτος",Greek (NT),No,No,,""
G814,"ἀτάκτως",Greek (NT),No,No,,""
G815,"ἄτεκνος",Greek (NT),No,No,,""
G816,"ἀτενίζω",Greek (NT),No,No,,""
G817,"ἄτερ",Greek (NT),No,No,,""
G818,"ἀτιμάζω",Greek (NT),No,No,,""
G819,"ἀτιμία",Greek (NT),No,No,,""
G820,"ἄτιμος",Greek (NT),No,No,,""
G821,"ἀτιμόω",Greek (NT),No,No,,""
G822,"ἀτμίς",Greek (NT),No,No,,""
G823,"ἄτομος",Greek (NT),No,No,,""
G824,"ἄτοπος",Greek (NT),No,No,,""
G825,"Ἀττάλεια",Greek (NT),No,No,,""
G826,"αὐγάζω",Greek (NT),No,No,,""
G827,"αὐγή",Greek (NT),No,No,,""
G828,"Αὐγοῦστος",Greek (NT),No,No,,""
G829,"αὐθάδης",Greek (NT),No,No,,""
G830,"αὐθαίρετος",Greek (NT),No,No,,""
G831,"αὐθεντέω",Greek (NT),No,No,,""
G832,"αὐλέω",Greek (NT),No,No,,""
G833,"αὐλή",Greek (NT),No,No,,""
G834,"αὐλητής",Greek (NT),No,No,,""
G835,"αὐλίζομαι",Greek (NT),No,No,,""
G836,"αὐλός",Greek (NT),No,No,,""
G837,"αὐξάνω",Greek (NT),No,No,,""
G838,"αὔξησις",Greek (NT),No,No,,""
G839,"αὔριον",Greek (NT),No,No,,""
G840,"αὐστηρός",Greek (NT),No,No,,""
G841,"αὐτάρκεια",Greek (NT),No,No,,""
G842,"αὐτάρκης",Greek (NT),No,No,,""
G843,"αὐτοκατάκριτος",Greek (NT),No,No,,""
G844,"αὐτόματος",Greek (NT),No,No,,""
G845,"αὐτόπτης",Greek (NT),No,No,,""
G846,"αὐτός",Greek (NT),No,Yes,,""
G847,"αὐτοῦ",Greek (NT),No,No,,""
G848,"αὑτοῦ",Greek (NT),No,No,,""
G849,"αὐτόχειρ",Greek (NT),No,No,,""
G850,"αὐχμηρός",Greek (NT),No,No,,""
G851,"ἀφαιρέω",Greek (NT),No,No,,""
G852,"ἀφανής",Greek (NT),No,No,,""
G853,"ἀφανίζω",Greek (NT),No,No,,""
G854,"ἀφανισμός",Greek (NT),No,No,,""
G855,"ἄφαντος",Greek (NT),No,No,,""
G856,"ἀφεδρών",Greek (NT),No,No,,""
G857,"ἀφειδία",Greek (NT),No,No,,""
G858,"ἀφελότης",Greek (NT),No,No,,""
G859,"ἄφεσις",Greek (NT),No,No,,""
G860,"ἁφή",Greek (NT),No,No,,""
G861,"ἀφθαρσία",Greek (NT),No,No,,""
G862,"ἄφθαρτος",Greek (NT),No,No,,""
G863,"ἀφίημι",Greek (NT),No,No,,""
G864,"ἀφικνέομαι",Greek (NT),No,No,,""
G865,"ἀφιλάγαθος",Greek (NT),No,No,,""
G866,"ἀφιλάργυρος",Greek (NT),No,No,,""
G867,"ἄφιξις",Greek (NT),No,No,,""
G868,"ἀφίστημι",Greek (NT),No,No,,""
G869,"ἄφνω",Greek (NT),No,No,,""
G870,"ἀφόβως",Greek (NT),No,No,,""
G871,"ἀφομοιόω",Greek (NT),No,No,,""
G872,"ἀφοράω",Greek (NT),No,No,,""
G873,"ἀφορίζω",Greek (NT),No,No,,""
G874,"ἀφορμή",Greek (NT),No,No,,""
G875,"ἀφρίζω",Greek (NT),No,No,,""
G876,"ἀφρός",Greek (NT),No,No,,""
G877,"ἀφροσύνη",Greek (NT),No,No,,""
G878,"ἄφρων",Greek (NT),No,No,,""
G879,"ἀφυπνόω",Greek (NT),No,No,,""
G880,"ἄφωνος",Greek (NT),No,No,,""
G881,"Ἀχάζ",Greek (NT),No,No,,""
G882,"Ἀχαΐα",Greek (NT),No,No,,""
G883,"Ἀχαϊκός",Greek (NT),No,No,,""
G884,"ἀχάριστος",Greek (NT),No,No,,""
G885,"Ἀχείμ",Greek (NT),No,No,,""
G886,"ἀχειροποίητος",Greek (NT),No,No,,""
G887,"ἀχλύς",Greek (NT),No,No,,""
G888,"ἀχρεῖος",Greek (NT),No,No,,""
G889,"ἀχρειόω",Greek (NT),No,No,,""
G890,"ἄχρηστος",Greek (NT),No,No,,""
G891,"ἄχρις",Greek (NT),No,No,,""
G892,"ἄχυρον",Greek (NT),No,No,,""
G893,"ἀψευδής",Greek (NT),No,No,,""
G894,"ἄψινθος",Greek (NT),No,No,,""
G895,"ἄψυχος",Greek (NT),No,No,,""
G896,"Βάαλ",Greek (NT),No,No,,""
G897,"Βαβυλών",Greek (NT),No,No,,""
G898,"βαθμός",Greek (NT),No,No,,""
G899,"βάθος",Greek (NT),No,No,,""
G900,"βαθύνω",Greek (NT),No,No,,""
G901,"βαθύς",Greek (NT),No,No,,""
G902,"βαΐον",Greek (NT),No,No,,""
G903,"Βαλαάμ",Greek (NT),No,No,,""
G904,"Βαλάκ",Greek (NT),No,No,,""
G905,"βαλάντιον",Greek (NT),No,No,,""
G906,"βάλλω",Greek (NT),No,No,,""
G907,"βαπτίζω",Greek (NT),No,Yes,,""
G908,"βάπτισμα",Greek (NT),No,Yes,,""
G909,"βαπτισμός",Greek (NT),No,No,,""
G910,"Βαπτιστής",Greek (NT),No,No,,""
G911,"βάπτω",Greek (NT),No,No,,""
G912,"Βαραββᾶς",Greek (NT),No,No,,""
G913,"Βαράκ",Greek (NT),No,No,,""
G914,"Βαραχίας",Greek (NT),No,No,,""
G915,"βάρβαρος",Greek (NT),No,No,,""
G916,"βαρέω",Greek (NT),No,No,,""
G917,"βαρέως",Greek (NT),No,No,,""
G918,"Βαρθολομαῖος",Greek (NT),No,No,,""
G919,"Βαριησοῦς",Greek (NT),No,No,,""
G920,"Βαριωνᾶς",Greek (NT),No,No,,""
G921,"Βαρνάβας",Greek (NT),No,No,,""
G922,"βάρος",Greek (NT),No,No,,""
G923,"Βαρσαβᾶς",Greek (NT),No,No,,""
G924,"Βαρτιμαῖος",Greek (NT),No,No,,""
G925,"βαρύνω",Greek (NT),No,No,,""
G926,"βαρύς",Greek (NT),No,No,,""
G927,"βαρύτιμος",Greek (NT),No,No,,""
G928,"βασανίζω",Greek (NT),No,No,,""
G929,"βασανισμός",Greek (NT),No,No,,""
G930,"βασανιστής",Greek (NT),No,No,,""
G931,"βάσανος",Greek (NT),No,No,,""
G932,"βασιλεία",Greek (NT),No,Yes,,""
G933,"βασίλειον",Greek (NT),No,No,,""
G934,"βασίλειος",Greek (NT),No,No,,""
G935,"βασιλεύς",Greek (NT),No,Yes,,""
G936,"βασιλεύω",Greek (NT),No,No,,""
G937,"βασιλικός",Greek (NT),No,No,,""
G938,"βασίλισσα",Greek (NT),No,No,,""
G939,"βάσις",Greek (NT),No,No,,""
G940,"βασκαίνω",Greek (NT),No,No,,""
G941,"βαστάζω",Greek (NT),No,No,,""
G942,"βάτος",Greek (NT),No,No,,""
G943,"βάτος",Greek (NT),No,No,,""
G944,"βάτραχος",Greek (NT),No,No,,""
G945,"βαττολογέω",Greek (NT),No,No,,""
G946,"βδέλυγμα",Greek (NT),No,No,,""
G947,"βδελυκτός",Greek (NT),No,No,,""
G948,"βδελύσσω",Greek (NT),No,No,,""
G949,"βέβαιος",Greek (NT),No,No,,""
G950,"βεβαιόω",Greek (NT),No,No,,""
G951,"βεβαίωσις",Greek (NT),No,No,,""
G952,"βέβηλος",Greek (NT),No,No,,""
G953,"βεβηλόω",Greek (NT),No,No,,""
G954,"Βεελζεβούλ",Greek (NT),No,No,,""
G955,"Βελίαλ",Greek (NT),No,No,,""
G956,"βέλος",Greek (NT),No,No,,""
G957,"βελτίον",Greek (NT),No,No,,""
G958,"Βενιαμίν",Greek (NT),No,No,,""
G959,"Βερνίκη",Greek (NT),No,No,,""
G960,"Βέροια",Greek (NT),No,No,,""
G961,"Βεροιαῖος",Greek (NT),No,No,,""
G962,"Βηθαβαρά",Greek (NT),No,No,,""
G963,"Βηθανία",Greek (NT),No,No,,""
G964,"Βηθεσδά",Greek (NT),No,No,,""
G965,"Βηθλεέμ",Greek (NT),No,No,,""
G966,"Βηθσαϊδά",Greek (NT),No,No,,""
G967,"Βηθφαγή",Greek (NT),No,No,,""
G968,"βῆμα",Greek (NT),No,No,,""
G969,"βήρυλλος",Greek (NT),No,No,,""
G970,"βία",Greek (NT),No,No,,""
G971,"βιάζω",Greek (NT),No,No,,""
G972,"βίαιος",Greek (NT),No,No,,""
