Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
H0300,אֲחִישַׁחַר,Achiyshachar (akh-ee-shakh'-ar) n/p.,,,Hebrew,Old Testament
H0301,אֲחִישָׁר,Achiyshar (akh-ee-shawr') n/p.,,,Hebrew,Old Testament
H0302,אֲחִיתּוֹפֶל,Achiythophel (akh-ee-tho'-fel) n/p.,,,Hebrew,Old Testament
H0303,אַחלָב,Achlab (akh-lawb') n/l.,,,Hebrew,Old Testament
H0304,אַחלַי,Achlay (akh-lah'ee) n/p.,,,Hebrew,Old Testament
H0305,אַחֲלַי אַחֲלֵי,achalay (akh-al-ah'ee) (or achaley akh-al-ay') inj.,,,Hebrew,Old Testament
H0306,אַחלָמָה,a gem,,,Hebrew,Old Testament
H0307,אַחמְתָא,Achmtha' (akh-me-thaw') n/l.,,,Hebrew,Old Testament
H0308,אֲחַסבַּי,Achacbay (akh-as-bah'ee) n/p.,,,Hebrew,Old Testament
H0309,אָחַר,achar (aw-khar') v.,,,Hebrew,Old Testament
H0310,אַחַר,achar (akh-ar') adv.,అఖర్,తరువాత,Hebrew,Old Testament
H0311,אַחַר,achar (akh-ar') adv.,,,Hebrew,Old Testament
H0312,אַחֵר,acher (akh-air') adj.,అఖేర్,వేరే,Hebrew,Old Testament
H0313,אַחֵר,Acher (akh-air') n/p.,,,Hebrew,Old Testament
H0314,אַחֲריוֹן אַחֲרוֹן,acharown (akh-ar-one') (or (shortened) prob from H253 and a variation of H3863,అఖరోన్,చివరి,Hebrew,Old Testament
H0315,אַחרַח,Achrach (akh-rakh') n/p.,,,Hebrew,Old Testament
H0316,אֲחַרחֵל,Acharchel (akh-ar-kale') n/p.,,,Hebrew,Old Testament
H0317,אָחֳרִי,ochoriy (okh-or-ee') adj.,,,Hebrew,Old Testament
H0318,אָחֳרֵין אָחֳרֵן,ochoreyn (okh-or-ane') ((Aramaic) or (shortened)) adv.,,,Hebrew,Old Testament
H0319,אַחֲרִיתּ,the last or end,,,Hebrew,Old Testament
H0320,אַחֲרִיתּ,later,,,Hebrew,Old Testament
H0321,אָחֳרָן,ochoran (okh-or-awn') adj.,,,Hebrew,Old Testament
H0322,אֲחוֹרַנִּיתּ,achoranniyth (akh-o-ran-neeth') adv.,,,Hebrew,Old Testament
H0323,אֲחַשׁדַּרפַּן,a satrap or governor of a main province (of Persia),,,Hebrew,Old Testament
H0324,אֲחַשׁדַּרפַּן,prince,,,Hebrew,Old Testament
H0325,אֲחַשׁוֵרוֹשׁ אַחַשׁרוֹשׁ,Achashverowsh (akh-ash-vay-rosh') (or (shortened) pAchashrosh akh- ash-rosh' (Esth. 10) n/p.,,,Hebrew,Old Testament
H0326,אֲחַשׁתָּרִי,achashtariy (akh-ash-taw-ree') n/p.,,,Hebrew,Old Testament
H0327,אֲחַשׁתָּרָן,achastaran (akh-ash-taw-rawn') adj.,,,Hebrew,Old Testament
H0328,אַט,at (at) adv.,,,Hebrew,Old Testament
H0329,אָטָד,a thorn-tree (especially the buckthorn),,,Hebrew,Old Testament
H0330,אֵטוּן,(properly) twisted (yarn),,,Hebrew,Old Testament
H0331,אָטַם,atam (aw-tam') v.,,,Hebrew,Old Testament
H0332,אָטַר,atar (aw-tar') v.,,,Hebrew,Old Testament
H0333,אָטֵר,Ater (aw-tare') n/p.,,,Hebrew,Old Testament
H0334,אִטֵּר,itter (it-tare') adj.,,,Hebrew,Old Testament
H0335,אַי,ay (ah'ee) adv.,,,Hebrew,Old Testament
H0336,אִי,iy (ee) adv.,,,Hebrew,Old Testament
H0337,אִי,iy (ee) inj.,,,Hebrew,Old Testament
H0338,אִי,(properly) a howler,,,Hebrew,Old Testament
H0339,אִי,(properly) a habitable spot (as desirable),,,Hebrew,Old Testament
H0340,אָיַב,ayab (aw-yab') v.,ఆయబ్,శత్రువు,Hebrew,Old Testament
H0341,אוֹיֵב אוֹיֵב,oyeb (o-yabe') (or (fully) owyeb o-yabe') subv.,ఓయేబ్,శత్రువు,Hebrew,Old Testament
H0342,אֵיבָּה,hostility,,,Hebrew,Old Testament
H0343,אֵידּ,oppression,,,Hebrew,Old Testament
H0344,אַיָה,the screamer,,,Hebrew,Old Testament
H0345,אַיָה,Ayah (ah-yaw') n/p.,,,Hebrew,Old Testament
H0346,אַיֵה,ayeh (ah-yay') adv.,,,Hebrew,Old Testament
H0347,אִיוֹב,Iyowb (ee-yobe') n/p.,,,Hebrew,Old Testament
H0348,אִיזֶבֶל,Iyzebel (ee-zeh'-bel) n/p.,,,Hebrew,Old Testament
H0349,אֵיכּ אֵיכָּה אֵיכָּכָה,eyk (ake) (also eykah ay-kaw'and teykakah ay-kaw'-kah,,,Hebrew,Old Testament
H0350,אִי ־ כָּבוֹד,Iy-kabowd (ee-kaw-bode') n/p.,,,Hebrew,Old Testament
H0351,אֵיכּוֹה,eykoh (ay-ko) inj.,,,Hebrew,Old Testament
H0352,אַיִל,(properly) strength,,,Hebrew,Old Testament
H0353,אֱיָל,strength,,,Hebrew,Old Testament
H0354,אַיָל,a stag or male deer,,,Hebrew,Old Testament
H0355,אַיָלָה,a doe or female deer,,,Hebrew,Old Testament
H0356,אֵילוֹן אֵלוֹן אֵילוֹן,Eylown (ay-lone') (or (shortened) Elown ay-lone',,,Hebrew,Old Testament
H0357,אַיָלוֹן,Ayalown (ah-yaw-lone') n/l.,,,Hebrew,Old Testament
H0358,אֵילוֹן בֵּיתּ חָנָן,Eylown Beyth Chanan (ay-lone' bayth-chaw-nawn') n/l.,,,Hebrew,Old Testament
H0359,אֵילוֹת אֵילַת,Eylowth (ay-loth') (or mEylath ay-lath') n/l.,,,Hebrew,Old Testament
H0360,אֱיָלוּת,power,,,Hebrew,Old Testament
H0361,אֵילָם אֵלָם אֵלַמָּה,a pillar-space (or colonnade),,,Hebrew,Old Testament
H0362,אֵילִם,Eylim (ay-leem') n/l.,,,Hebrew,Old Testament
H0363,אִילָן,a tree,,,Hebrew,Old Testament
H0364,אֵיל פָּארָן,Eyl Pa'ran (ale paw-rawn') n/l.,,,Hebrew,Old Testament
H0365,אַיֱלֱת,a doe,,,Hebrew,Old Testament
H0366,אָיוֹם,ayom (aw-yome') adj.,,,Hebrew,Old Testament
H0367,אֵימָה אֵמָה,fright,,,Hebrew,Old Testament
H0368,אֵימִים,Eymiym (ay-meem') n/p.,,,Hebrew,Old Testament
H0369,אַיִן,ayin (ah'-yin) prt-n.,,,Hebrew,Old Testament
H0370,אַיִן,aiyn (ah-yin') adv.,,,Hebrew,Old Testament
H0371,אִין,iyn (een) adv.,,,Hebrew,Old Testament
H0372,אִיעֶזֵר,Iy`ezer (ee-eh'-zer) n/p.,,,Hebrew,Old Testament
H0373,אִיעֶזרִי,Iy`ezriy (ee-ez-ree') adj.,,,Hebrew,Old Testament
H0374,אֵיפָה אֵפָה,an ephah or measure for grain,,,Hebrew,Old Testament
H0375,אֵיפוֹה,eyphoh (ay-fo') adv.,,,Hebrew,Old Testament
H0376,אִישׁ,a man as an individual or a male person,ఈష్,మనిషి,Hebrew,Old Testament
H0377,אִישׁ,iysh (eesh) v.,,,Hebrew,Old Testament
H0378,אִישׁ ־ בּוֹשֶׁת,Iysh-Bosheth (eesh-bo'-sheth) n/p.,,,Hebrew,Old Testament
H0379,אִישׁהוֹד,Iyshhowd (eesh-hode') n/p.,,,Hebrew,Old Testament
H0380,אִישׁוֹן,the little man of the eye,,,Hebrew,Old Testament
H0381,אִישׁ ־ חַיִל אִישׁ ־ חַי,man of might,,,Hebrew,Old Testament
H0382,אִישׁ ־ טּוֹב,Iysh-Towb (eesh-tobe') n/l.,,,Hebrew,Old Testament
H0383,אִיתַּי,iythay (ee-thah'ee) subv.,,,Hebrew,Old Testament
H0384,אִיתִּיאֵל,Iythiy'el (eeth-ee-ale') n/p.,,,Hebrew,Old Testament
H0385,אִיתָּמָר,Iythamar (eeth-aw-mawr') n/p.,,,Hebrew,Old Testament
H0386,אֵיתָּן,eythan (ay-thawn') (or (shortened) ethan ay-thawn') adj.,,,Hebrew,Old Testament
H0387,אֵיתָּן,Eythan (ay-thawn') n/p.,,,Hebrew,Old Testament
H0388,אֵיתָּנִים,Eythaniym (ay-thaw-neem') n/p.,,,Hebrew,Old Testament
H0389,אַך,ak (ak) adv.,,,Hebrew,Old Testament
H0390,אַכַּד,Akkad (ak-kad') n/l.,,,Hebrew,Old Testament
H0391,אַכזָב,akzab (ak-zawb') adj.,,,Hebrew,Old Testament
H0392,אַכזִיבּ,Akziyb (ak-zeeb') n/l.,,,Hebrew,Old Testament
H0393,אַכזָר,akzar (ak-zawr') adj.,,,Hebrew,Old Testament
H0394,אַכזָרִי,akzariy (ak-zawr-ree') adj.,,,Hebrew,Old Testament
H0395,אַכזְרִיוּת,fierceness,,,Hebrew,Old Testament
H0396,אֲכִילָה,something eatable,,,Hebrew,Old Testament
H0397,אָכִישׁ,Akiysh (aw-keesh') n/p.,,,Hebrew,Old Testament
H0398,אָכַל,akal (aw-kal') v.,ఆకల్,తిను,Hebrew,Old Testament
H0399,אֲכַל,akal (ak-al') v.,,,Hebrew,Old Testament
H0400,אוֹכֶל,food,,,Hebrew,Old Testament
H0401,אוּכָל אוּכָּל,Ukal (oo-kawl') (or mUkkal ook-kawl') n/p.,,,Hebrew,Old Testament
H0402,אוֹכלָה,food,,,Hebrew,Old Testament
H0403,אָכֵן,aken (aw-kane') adv.,,,Hebrew,Old Testament
H0404,אָכַף,akaph (aw-kaf') v.,,,Hebrew,Old Testament
H0405,אֶכֶף,a load,,,Hebrew,Old Testament
H0406,אִכָּר,a farmer,,,Hebrew,Old Testament
H0407,אַכשָׁף,Akshaph (ak-shawf') n/l.,,,Hebrew,Old Testament
H0408,אַל,al (al) adv.,,,Hebrew,Old Testament
H0409,אַל,al (al) adv.,,,Hebrew,Old Testament
H0410,אֵל,strength,ఏల్,దేవుడు,Hebrew,Old Testament
H0411,אֵל,el (ale) prt-d.,ఏల్,ఈ,Hebrew,Old Testament
H0412,אֵל,el (ale) prt-d.,,,Hebrew,Old Testament
H0413,אֵל אֶל,el (ale) ((but only used in the shortened constructive form sel el)) prep.,ఎల్,వైపుకు,Hebrew,Old Testament
H0414,אֵלָא,Ela' (ay-law') n/p.,,,Hebrew,Old Testament
H0415,אֵל אֱלוֹהֵי יִשׂרָאֵל,El 'elohey Yisra'el (ale el-o-hay' yis-raw-ale') n/l.,,,Hebrew,Old Testament
H0416,אֵל בֵּיתּ ־ אֵל,El Beyth-'El (ale bayth-ale') n/l.,,,Hebrew,Old Testament
H0417,אֶלגָּבִישׁ,hail (as if a great pearl),,,Hebrew,Old Testament
H0418,אַלגּוּמִּים,sticks of algum wood,,,Hebrew,Old Testament
H0419,אֶלדָּד,Eldad (el-dad') n/p.,,,Hebrew,Old Testament
H0420,אֶלדָּעָה,Elda`ah (el-daw-aw') n/p.,,,Hebrew,Old Testament
H0421,אָלָה,alah (aw-law') v.,,,Hebrew,Old Testament
H0422,אָלָה,alah (aw-law') v.,,,Hebrew,Old Testament
H0423,אָלָה,(properly) an oath,,,Hebrew,Old Testament
H0424,אֵלָה,an oak or other strong tree,,,Hebrew,Old Testament
H0425,אֵלָה,Elah (ay-law') n/p.,,,Hebrew,Old Testament
H0426,אֱלָהּ,God,,,Hebrew,Old Testament
H0427,אַלָּה,oak,,,Hebrew,Old Testament
H0428,אֵלֶּה,el-leh (ale'-leh) p/d.,,,Hebrew,Old Testament
H0429,אֵלֶּה,elleh (ale'-leh) p/d.,,,Hebrew,Old Testament
H0430,אֱלוֹהִים,gods in the ordinary sense,ఎలోహీం,దేవుడు,Hebrew,Old Testament
H0431,אֲלוּ,aluw (al-oo') inj.,,,Hebrew,Old Testament
H0432,אִלּוּ,illuw (il-loo') conj.,,,Hebrew,Old Testament
H0433,אֱלוַֹהּ אֱלוַֹהּ,a deity or the Deity,ఎలోహ,దేవుడు,Hebrew,Old Testament
H0434,אֱלוּל,eluwl (el-ool') adj.,,,Hebrew,Old Testament
H0435,אֱלוּל,Eluwl (el-ool') n/t.,,,Hebrew,Old Testament
H0436,אֵלוֹן,an oak or other strong tree,,,Hebrew,Old Testament
H0437,אַלּוֹן,oak,,,Hebrew,Old Testament
H0438,אַלּוֹן,Allown (al-lone') n/p.,,,Hebrew,Old Testament
H0439,אַלּוֹן בָּכוּת,Allown Bakuwth (al-lone' baw-kooth') n/l.,,,Hebrew,Old Testament
H0440,אֵלוֹנִי אֵלוֹנִי,Elowniy (ay-lo-nee') (or rather (shortened) oEloniy ay-lo-nee') adj.,,,Hebrew,Old Testament
H0441,אַלוּף אַלּוּף,alluwph (al-loof') (or (shortened) talluph al-loof') adj.,అల్లూఫ్,నాయకుడు,Hebrew,Old Testament
H0442,אָלוּשׁ,Aluwsh (aw-loosh') n/l.,,,Hebrew,Old Testament
H0443,אֶלזָבָד,Elzabad (el-zaw-bawd') n/p.,,,Hebrew,Old Testament
H0444,אָלַח,alach (aw-lakh') v.,,,Hebrew,Old Testament
H0445,אֶלחָנָן,Elchanan (el-khaw-nawn') n/p.,,,Hebrew,Old Testament
H0446,אֱלִיאָב,Eliy'ab (el-ee-awb') n/p.,,,Hebrew,Old Testament
H0447,אֱלִיאֵל,Eliy'el (el-ee-ale') n/p.,,,Hebrew,Old Testament
H0448,אֱלִיאָתָה אֱלִיָתָה,Eliy'athah (el-ee-aw-thaw') (or (contraction) Eliyathah el-ee-yaw- thaw',,,Hebrew,Old Testament
H0449,אֱלִידָּד,Eliydad (el-ee-dawd') n/p.,,,Hebrew,Old Testament
H0450,אֶליָדָע,Elyada` (el-yaw-daw') n/p.,,,Hebrew,Old Testament
H0451,אַליָה,the stout part,,,Hebrew,Old Testament
H0452,אֵלִיָה אֵלִיָהוּ,Eliyah (ay-lee-yaw') (or prolonged tEliyahuw ay-lee-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H0453,אֱלִיהוּ אֱלִיהוּא,Eliyhuw (el-ee-hoo') (or (fully) dEliyhuwh el-ee-hoo') n/p.,,,Hebrew,Old Testament
H0454,אֶליְהוֹעֵינַי אֶליוֹעֵינַי,Elyhow`eynay (el-ye-ho-ay-nah'ee) (or (shortened) yElyoweynay el- yo-ay-nah'ee) n/p.,,,Hebrew,Old Testament
H0455,אֶליַחבָּא,Elyachba' (el-yakh-baw') n/p.,,,Hebrew,Old Testament
H0456,אֱלִיחוֹרֶף,Eliychoreph (el-ee-kho'-ref) n/p.,,,Hebrew,Old Testament
H0457,אֱלִיל,eliyl (el-eel') adj.,,,Hebrew,Old Testament
H0458,אֱלִימֶלֶך,Eliymelek (el-ee-meh'-lek) n/p.,,,Hebrew,Old Testament
H0459,אִלֵּין אִלֵּן,illeyn (il-lane') ((Aramaic) or shorter oillen il-lane') p/d.,,,Hebrew,Old Testament
H0460,אֶליָסָף,Elyacaph (el-yaw-sawf') n/p.,,,Hebrew,Old Testament
H0461,אֱלִיעֶזֶר,Eliy`ezer (el-ee-eh'-zer) n/p.,,,Hebrew,Old Testament
H0462,אֱלִיעֵינַי,Eliy`eynay (el-ee-ay-nah'ee) n/p.,,,Hebrew,Old Testament
H0463,אֱלִיעָם,Eliy`am (el-ee-awm') n/p.,,,Hebrew,Old Testament
H0464,אֱלִיפַז,Eliyphaz (el-ee-faz') n/p.,,,Hebrew,Old Testament
H0465,אֱלִיפָל,Eliyphal (el-ee-fawl') n/p.,,,Hebrew,Old Testament
H0466,אֱלִיפְלֵהוּ,Eliyphlehuw (el-ee-fe-lay'-hoo) n/p.,,,Hebrew,Old Testament
H0467,אֱלִיפֶלֶט אֱלפֶּלֶט,Eliyphelet (el-ee-feh'-let) (or (shortened) Elpelet el-peh'-let) n/p.,,,Hebrew,Old Testament
H0468,אֱלִיצּוּר,Eleytsuwr (el-ee-tsoor') n/p.,,,Hebrew,Old Testament
H0469,אֱלִיצָּפָן אֶלצָּפָן,Eliytsaphan (el-ee-tsaw-fawn') (or (shortened) Eltsaphan el-tsaw- fawn') n/p.,,,Hebrew,Old Testament
H0470,אֱלִיקָא,Eliyqa' (el-ee-kaw') n/p.,,,Hebrew,Old Testament
H0471,אֶליָקִים,Elyaqiym' (el-yaw-keem') n/p.,,,Hebrew,Old Testament
H0472,אֱלִישֶׁבַע,Eliysheba` (el-ee-sheh'-bah) n/p.,,,Hebrew,Old Testament
H0473,אֱלִישָׁה,Eliyshah (el-ee-shaw') n/p.,,,Hebrew,Old Testament
H0474,אֱלִישׁוַּע,Eliyshuwa` (el-ee-shoo'-ah) n/p.,,,Hebrew,Old Testament
H0475,אֶליָשִׁיבּ,Elyashiyb (el-yaw-sheeb') n/p.,,,Hebrew,Old Testament
H0476,אֱלִישָׁמָע,Eliyshama` (el-ee-shaw-maw') n/p.,,,Hebrew,Old Testament
H0477,אֱלִישָׁע,Eliysha` (el-ee-shaw') n/p.,,,Hebrew,Old Testament
H0478,אֱלִישָׁפָט,Eliyshaphat (el-ee-shaw-fawt') n/p.,,,Hebrew,Old Testament
H0479,אִלֵּך,illek (il-lake') p/d.,,,Hebrew,Old Testament
H0480,אַלְלַי,allay (al-le-lah'ee) inj.,,,Hebrew,Old Testament
H0481,אָלַם,alam (aw-lam') v.,,,Hebrew,Old Testament
H0482,אֵלֶם,elem (ay'-lem) adj.,,,Hebrew,Old Testament
H0483,אִלֵּם,illem (il-lame') adj.,,,Hebrew,Old Testament
H0484,אַלמֻגִּים,almug (i.e. probably sandle-wood) sticks,,,Hebrew,Old Testament
H0485,אֲלוּמָּה אָלוּם,something bound,,,Hebrew,Old Testament
H0486,אַלמוֹדָד,Almowdad (al-mo-dawd') n/p.,,,Hebrew,Old Testament
H0487,אַלַּמֶּלֶך,Allammelek (al-lam-meh'-lek) n/l.,,,Hebrew,Old Testament
H0488,אַלמָן,alman (al-mawn') adj.,,,Hebrew,Old Testament
H0489,אַלמוֹן,bereavement,,,Hebrew,Old Testament
H0490,אַלמָנָה,a widow,,,Hebrew,Old Testament
H0491,אַלמָנוּת,(concretely) a widow,,,Hebrew,Old Testament
H0492,אַלמוֹנִי,almoniy (al-mo-nee') adj.,,,Hebrew,Old Testament
H0493,אֶלנַעַם,Elna`am (el-nah'-am) n/p.,,,Hebrew,Old Testament
H0494,אֶלנָתָן,Elnathan (el-naw-thawn') n/p.,,,Hebrew,Old Testament
H0495,אֶלָּסָר,Ellacar (el-law-sawr') n/l.,,,Hebrew,Old Testament
H0496,אֶלעָד,El`ad (el-awd') n/p.,,,Hebrew,Old Testament
H0497,אֶלעָדָה,El`adah (el-aw-daw') n/p.,,,Hebrew,Old Testament
H0498,אֶלעוּזַי,El`uwzay (el-oo-zah'ee) n/p.,,,Hebrew,Old Testament
H0499,אֶלעָזָר,El`azar (el-aw-zawr') n/p.,,,Hebrew,Old Testament
H0500,אֶלעָלֵא אֶלעָלֵה,El`ale' (el-aw-lay') (or (more properly) GEl aleh el-aw-lay') n/l.,,,Hebrew,Old Testament
H0501,אֶלעָשָׂה,El`asah (el-aw-saw') n/p.,,,Hebrew,Old Testament
H0502,אָלַף,alph (aw-lof') v.,,,Hebrew,Old Testament
H0503,אָלַף,causative,,,Hebrew,Old Testament
H0504,אֶלֶף,a family,,,Hebrew,Old Testament
H0505,אֶלֶף,a thousand,,,Hebrew,Old Testament
H0506,אֲלַף אֶלֶף,a thousand,,,Hebrew,Old Testament
H0507,אֶלֶף,Eleph (eh'-lef) n/l.,,,Hebrew,Old Testament
H0508,אֶלפַּעַל,Elpa`al (el-pah'-al) n/p.,,,Hebrew,Old Testament
H0509,אָלַץ,alats (aw-lats') v.,,,Hebrew,Old Testament
H0510,אַלקוּם,alquwm (al-koom') adv.,,,Hebrew,Old Testament
H0511,אֶלקָנָה,Elqanah (el-kaw-naw') n/p.,,,Hebrew,Old Testament
H0512,אֶלקוֹשִׁי,Elqoshiy (el-ko-shee') adj.,,,Hebrew,Old Testament
H0513,אֶלתּוֹלַד,Eltowlad (el-to-lad') n/l.,,,Hebrew,Old Testament
H0514,אֶלתְּקֵא אֶלתְּקֵה,Eltqe (el-te-kay') (or (more properly) nEltqeh el-te-kay') n/l.,,,Hebrew,Old Testament
H0515,אֶלתְּקוֹן,Eltqon (el-te-kone') n/l.,,,Hebrew,Old Testament
H0516,אַל תַּשׁחֵת,Thou must not destroy,,,Hebrew,Old Testament
H0517,אֵם,a mother (as the bond of the family),ఏం,తల్లి,Hebrew,Old Testament
H0518,אִם,im (eem) prt.,ఇమ్,ఒకవేళ,Hebrew,Old Testament
H0519,אָמָה,a maid-servant or female slave,,,Hebrew,Old Testament
H0520,אַמָּה,(properly) a mother,,,Hebrew,Old Testament
H0521,אַמָּה,cubit,,,Hebrew,Old Testament
H0522,אַמָּה,Ammah (am-maw') n/l.,,,Hebrew,Old Testament
H0523,אוּמַּה,a collection,,,Hebrew,Old Testament
H0524,אוּמָּה,nation,,,Hebrew,Old Testament
H0525,אָמוֹן,skilled,,,Hebrew,Old Testament
H0526,אָמוֹן,Amown (aw-mone') n/p.,,,Hebrew,Old Testament
H0527,אָמוֹן,a throng of people,,,Hebrew,Old Testament
H0528,אָמוֹן,Amown (aw-mone') n/p.,,,Hebrew,Old Testament
H0529,אֵמוּן,established,,,Hebrew,Old Testament
H0530,אֱמוּנָה,literally firmness,ఎమునా,నమ్మకత్వం,Hebrew,Old Testament
H0531,אָמוֹץ,Amowts (aw-mohts') n/p.,,,Hebrew,Old Testament
H0532,אָמִי,Amiy (aw-mee') n/p.,,,Hebrew,Old Testament
H0533,אַמִּיצּ אַמִּץ,ammiyts (am-meets') (or (shortened) ammits am-meets') adj.,,,Hebrew,Old Testament
H0534,אָמִיר,a summit (of a tree or mountain,,,Hebrew,Old Testament
H0535,אָמַל,amal (aw-mal') v.,,,Hebrew,Old Testament
H0536,אוּמלַל,umlal (oom-lal') adj.,,,Hebrew,Old Testament
H0537,אֲמֵלָל,amelal (am-ay-lawl') adj.,,,Hebrew,Old Testament
H0538,אֲמָם,Amam (am-awm') n/l.,,,Hebrew,Old Testament
H0539,אָמַן,aman (aw-man') v.,ఆమన్,నమ్ము,Hebrew,Old Testament
H0540,אֲמַן,aman (am-an') v.,,,Hebrew,Old Testament
H0541,אָמַן,aman (aw-man') v.,,,Hebrew,Old Testament
H0542,אָמָן,an expert,,,Hebrew,Old Testament
H0543,אָמֵן,amen (aw-mane') adv.,,,Hebrew,Old Testament
H0544,אוֹמֶן,verity,,,Hebrew,Old Testament
H0545,אָמנָה,tutelage,,,Hebrew,Old Testament
H0546,אָמנָה,omnah (om-naw') adv.,ఓమ్నా,నిశ్చయముగా,Hebrew,Old Testament
H0547,אוֹמְנָה,a column,,,Hebrew,Old Testament
H0548,אֲמָנָה,something fixed,,,Hebrew,Old Testament
H0549,אֲמָנָה,Amanah (am-aw-naw') n/l.,,,Hebrew,Old Testament
H0550,אַמנוֹן אֲמִינוֹן,faithful,,,Hebrew,Old Testament
H0551,אָמנָם,omnam (om-nawm') adv.,,,Hebrew,Old Testament
H0552,אוּמנָם,umnam (oom-nawm') adv.,,,Hebrew,Old Testament
H0553,אָמַץ,amats (aw-mats') v.,,,Hebrew,Old Testament
H0554,אָמוֹץ,amots (aw-mohts') adj.,,,Hebrew,Old Testament
H0555,אוֹמֶץ,strength,,,Hebrew,Old Testament
H0556,אַמצָּה,force,,,Hebrew,Old Testament
H0557,אַמצִּי,Amtsiy (am-tsee') n/p.,,,Hebrew,Old Testament
H0558,אֲמַציָה אֲמַציָהוּ,Amatsyah (am-ats-yaw') (or mAmatsyahuw am-ats-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H0559,אָמַר,amar (aw-mar') v.,ఆమర్,చెప్పు,Hebrew,Old Testament
H0560,אֲמַר,amar (am-ar') v.,,,Hebrew,Old Testament
H0561,אֵמֶר,something said,,,Hebrew,Old Testament
H0562,אוֹמֶר,promise,,,Hebrew,Old Testament
H0563,אִמַּר,a lamb,,,Hebrew,Old Testament
H0564,אִמֵּר,Immer (im-mare') n/p.,,,Hebrew,Old Testament
H0565,אִמרָה אֶמרָה,meaning the same as H0561,,,Hebrew,Old Testament
H0566,אִמרִי,Imriy (im-ree') n/p.,,,Hebrew,Old Testament
H0567,אֱמוֹרִי,thus,,,Hebrew,Old Testament
H0568,אֲמַריָה אֲמַריָהוּ,Amaryah (am-ar-yaw') (or prolonged tAmaryahuw am-ar-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H0569,אַמרָפֶל,Amraphel (am-raw-fel') n/p.,,,Hebrew,Old Testament
H0570,אֶמֶשׁ,emesh (eh'-mesh) adv.,,,Hebrew,Old Testament
H0571,אֶמֶת,emeth (eh'-meth) adv.,ఎమెత్,సత్యం,Hebrew,Old Testament
H0572,אַמתַּחַת,(properly) something expansive,,,Hebrew,Old Testament
H0573,אֲמִתּתַּי,Amittay (am-it-tah'ee) n/p.,,,Hebrew,Old Testament
H0574,אֵמתָּנִי,emtaniy (em-taw-nee') adj.,,,Hebrew,Old Testament
H0575,אָן אָנָה,an (awn) (or manah aw-naw') adv.,,,Hebrew,Old Testament
H0576,אֲנָא אֲנָה,ana' (an-aw') ((Aramaic) or .anah (Aramaic) an-aw') p/p.,,,Hebrew,Old Testament
H0577,אָנאָ אָנָּה,anna' (awn-naw') (or mannah awn-naw') inj.,,,Hebrew,Old Testament
H0578,אָנָה,anah (aw-naw') v.,,,Hebrew,Old Testament
H0579,אָנָה,anah (aw-naw') v.,,,Hebrew,Old Testament
H0580,אֲנוּ,anuw (an-oo') p/p.,,,Hebrew,Old Testament
H0581,אִנּוּן אִנִּין,innuwn (in-noon') ((Aramaic) or (feminine) inniyn (Aramaic) in- neen') p/d.,,,Hebrew,Old Testament
H0582,אֱנוֹשׁ,(properly) a mortal (and thus differing from the more dignified H0120),ఎనోష్,మానవుడు,Hebrew,Old Testament
H0583,אֱנוֹשׁ,Enowsh (en-ohsh') n/p.,,,Hebrew,Old Testament
H0584,אָנַח,anach (aw-nakh') v.,,,Hebrew,Old Testament
H0585,אֲנָחָה,sighing,,,Hebrew,Old Testament
H0586,אֲנַחנָא אֲנַחנָה,anachna' (an-akh'-naw) ((Aramaic) or ganachnah (Aramaic) an-akh- naw') p/p.,,,Hebrew,Old Testament
H0587,אֲנַחנוּ,anachnuw (an-akh'-noo) p/p.,,,Hebrew,Old Testament
H0588,אֲנָחֲרָת,Anacharath (an-aw-kha-rawth') n/l.,,,Hebrew,Old Testament
H0589,אֲנִי,aniy (an-ee') p/p.,,,Hebrew,Old Testament
H0590,אָנִי,a ship,,,Hebrew,Old Testament
H0591,אָנִיָה,a ship,,,Hebrew,Old Testament
H0592,אֲנִיָה,groaning,,,Hebrew,Old Testament
H0593,אֲנִיעָם,Aniy`am (an-ee-awm') n/p.,,,Hebrew,Old Testament
H0594,אֲנָך,according to most a plumb-line,,,Hebrew,Old Testament
H0595,אָנוֹכִי,anokiy (aw-no-kee') (sometimes aw-no'-kee) p/p.,,,Hebrew,Old Testament
H0596,אָנַן,anan (aw-nan') v.,,,Hebrew,Old Testament
H0597,אָנַס,anac (aw-nas') v.,,,Hebrew,Old Testament
H0598,אֲנַס,anac (an-as') v.,,,Hebrew,Old Testament
H0599,אָנַף,anaph (aw-naf') v.,,,Hebrew,Old Testament
